English Term,POS Tags,Sanskrit Terms
gleaming,part.,{#sPuran/lasan/sPuritaH#}
gleamy,a.,{#kzaRamAtradyotamAnaH/kzaRapraBaH/kampitapraBaH/caYcalapraBaH/caYcaladyotI/prakASamAnaH/ujjvalaH#}
glean,v. a.,{#uYC/uYCati/Sil/mil/Silati/silati/Dras/uDras/DrasnAti/DrAsayati/uDrasnAti/uDrAsayati/SezaDAnyAni/SasyaSezaM/avaSizwakaRiSAn/cinoti/cetuM/avaci/udDf/hf/saNgrah/gfhlAti#}
glean,s.,{#DAnyaSezaM/avaSizwakaRiSasaNgrahaH/SezaDAnyasaYcayaH/lUnaSasyAvaSizwaM#}
gleaned,p. p.,{#hftaDAnyaSezaH/hftaSasyAvaSezaH/udDftasarvva/kaRiSaH/saNgfhItasarvvaSasyaH#}
gleaner,s.,{#SiloYCavfttiH/uYCavfttiH/uYCaSIlaH/SiloYCakArI/SezaDAnyasaNgrAhakaH/avaSizwakaRiSasaYcayI/ucCizwaSasyAvacAyI/n#}
gleaning,s.,{#uYCaH/uYCanaM/SiloYCaH/uYCaSilaM/uYCasilaM/SiloYCavfttiH/uYCavfttiH/SilaM/ftaM/kawaBaNgaH/avaSizwaSasyasaNgrahaH/lUnakzetraSezaDAnyAvacayaH/ucCizwakaRiSacayaH/SasyaSezApaharaRaM/DAnyaSa/AdAnaM/SasyaSezaM/SasyAvaSizwaM/lUnaSa/syocCizwaM/lUnakedAraSezaDAnyAni/kaRiSAvaSezaH#}
glebe,s.,{#mfd/mfttikA/sTalaM/BUmiH/lozwaM/mfllozwaM/DarmmAvyA/pakaBUmiH/DarmmADyApakakzetraM#}
gleby,a.,{#mfllozwamayaH/mftpUrRaH/mArttikaH#}
glee,s.,{#harzaH/AhlAdaH/prahlAdaH/AnandaH/BudA/pramodaH/AmodaH/madaH/ullAsaH/utsavaH/mahotsavaH#}
gleeful,a.,{#hfzwaH/AnandI/hfzwacittaH#}
gleek,v. n.,{#avakzip/avahas#}
gleet,s.,{#mUtramArgarogaH/mUtramArgadozaH/mehavikAraH/pramehavikAraH/ikzumehaH/DAtuprasrAvaH#}
gleet,v. n.,{#sravati/srotuM/prasru#}
glen,s.,{#darI/kandaraH/darIBUH/adridroRI/nimnaBUmiH/prAntaraM#}
glene,s.,{#akzipAtraM/akziranDraM/nayanapAtraM/nayanakozWaH#}
glib,a.,{#snigDaH/SlakzRaH/cikkaRaH/vAgdrutaH/vAkcapalaH/drutavAk/vAkkzipraH/vAkpawuH/tvaritavAk#}
glib,v. a.,{#SlakzRa/SlakzRayati#}
glibly,adv.,{#drutaM/SlakzRaM/kzipraM/vAkcApalyena/drutavAcA/avilambitaM/asKalitavAkyena/asKalitaM#}
glibness,s.,{#SlakzRatA/snigDatA/cikkaRatvaM/vAkcApalyaM/vAgdrutatA/vAkkzipratA/vAkpawutA/vAksaraRiH#}
glide,v. n.,{#sfp/sarpati/sraptuM/prasfp/visfp/saMsfp/visf/prasf/saMsf/cal/calati/sru/sravati/srotuM/prasu/syand/syandate/prasyand/rI/rIyate/retuM/cal#}
glide,s.,{#sarpaRaM/saMsarpaH/visarpaRaM/visAraH/sravaH/prasravaRaM#}
glider,s.,{#visarpI/saMsarpI/visArI/visarpaRakft#}
gliding,part.,{#visarpan/visarpI/saMsarpI/visArI/prasArI/vimftvaraH/sravan/syandI/viyati/visarpI#}
gliding,s.,{#sarpaRaM/visarpaH/saMsarpaH/visAraH/saMsftiH/sravaH/KasarpaRaM/utsarpaRaM#}
glidingly,adv.,{#drutaM/avilambitaM/visftvaraM#}
gliff,s.,{#IzaddarSanaM/IzaddfzwiH/ardDavIkzaRaM/ardDadfzwiH#}
glike,s.,{#avahAsaH/avakzepaH/tiraskAraH/garhA/avajYA#}
glim,s.,{#dIpaH/dIpikA/pradIpaH/dIpadyutiH#}
glimmer,v. n.,{#mandatejasA/dIpyate/dIpituM/prakAS/dyut/dyotate/Izat/sPur/sPurati/prasPur/mandapraBaH/pAtayati#}
glimmer,s.,{#mandatejas/mandadyutiH/mandapraBA/mandadIptiH/sPuraRaM/sPuritaM/IzatsPuraRaM/IzatpraBA/pARqupraBA#}
glimmering,part.,{#IzatsPuritaH/mandapraBaH/mandaCAyaH/mandatejAH/pARqudyutiH/pARquraSmiH/pARqukiraRaH#}
glimpse,s.,{#IzaddarSanaM/IzaddfzwiH/ardDadfzwiH/ardDavIkzaRaM/kzaRadarSanaM/aciradarSanaM/muhUrttadarSanaM/kzaRapraBA/acirapraBA#}
glisten,v. n.,{#dyut/dyotate/sPur/sPurati#}
glistening,part. | a.,{#sPuran/sPuritaH#}
glister,,{##}
glitter,v. n.,{#dyut/dyotate/prakAS/kASate/sPur/sPurati/dIp/dIpyate/dIpituM/rAj/rAjati/BA/BAti/BrAj/BrAjati/viBrAj/BAs/BAsate/ABAs/praBAs/avaBAs/cakAs/cakAsti/cakAsituM/ruc/rocate/varcas/varcAyate#}
glitter,s.,{#dyutiH/dIptiH/praBA/tejas/jyotis/kAntiH/ruciH/dyutimattvaM/dIptimattvaM/ABA/varcas/CaviH/CAyA/ujjvalatA#}
glittering,part. | a.,{#dyotI/dyotamAnaH/dIptimAn/praBAvAn/dedIpyamAnaH/tejomayaH/prakASamAnaH/varcasvI/DOtaH/ujjvalaH/kAntimAn/sitaH/sPuritapraBaH#}
glitteringly,adv.,{#dIptyA/tejasA/varcasA/sPurattejasA/sPuritaM/ujjvalaM#}
gloat,v. n.,{#atyaBilApAt/vivftanayanaH#}
gloating,part. | a.,{#atiloBena vivftAkzaH/loBotPullanayanaH/atyaBilApAt SUnyadUzwiH#}
globate,a.,{#golAkAraH/golAkftiH/maRqalA/kAraH/varttulaH/varttulAkftiH/maRqalI#}
globe,s.,{#golaH/maRqalaM/parimaRqalaM/varttulaH/niGaH/cakraM/BUgolaH/BUmaRqalaM/kzitimaRqalaM/avanimaRqalaM/ilAgolaM/brahmARqaH#}
globe,v. a.,{#golIkf/ekamaRqalIkf/parimaRqalIkf/varttulIkf#}
globose,a.,{#maRqalI/varttulaH#}
globosity,s.,{#golatvaM/golAkAratvaM/varttulatA/maRqalatvaM/parimaRqalatA#}
globular,a.,{#golAkAraH/golAkftiH/maRqalAkAraH/maRqalI/varttulaH/vfttaH/guqaH/vawI/nistalaH#}
globularly,adv.,{#golavat/maRqalavat/golAkAreRa/maRqalarUpeRa/varttulaM#}
globule,s.,{#gulikA/gulI/vinduH/aRuH/reRuH/paramARuH/kzudragolaH#}
globy,a.,{#maRqalAkAraH/golAkAraH/varttulaH#}
glomerate,v. a.,{#golIkf/maRqalIkf/parimaRqala/parimaRqa/layati/varttulIkf/piRqIkf/ekOGIkf#}
glomerate,a. | p. p.,{#piRqIBUtaH/ekOGIBUtaH/ekagolIkftaH/ekatrIBUtaH#}
glomeration,s.,{#piRqIkaraRaM/rASIkaraRaM/rASiH/piRqaH/oGaH/sannipAtaH/saYcayaH#}
glomerous,a.,{#piRqI/piRqitaH/piRqAkftiH#}
gloom,s.,{#avatamasaM/anDakAraH/IzadanDakAraH/tamas/timiraM/tamisraM/tAmisraM/tamasaM/nizpraBatA/sAnDakAratA/DvAntaM/anDaM/BUcCAyA#}
gloom,v. n.,{#timirIBU/anDIBU/tamasvI#}
gloom,v. a.,{#timira/timirayati/timirIkf/kaluzIkf#}
gloomily,adv.,{#sAvatamasaM/sAnDakAraM/nizpraBaM/aprakASaM/savizAdaM/sAvasAdaM/vizaRamanasA/sodvegaM#}
gloominess,s.,{#avatamasaM/IzattimiraM/IzattamasvitA/nizpraBatA/aprakASatvaM/sAnDakAratvaM/vizAdaH/vizaRatA/avasannatA/cittodvegaH/nirAnandatA#}
gloomy,a.,{#tamasvI/IzattamasvI/tAmasaH/IzattAmasaH/IzadanDakAraH/sAnDakAraH/satimiraH/tamoyuktaH/tamaskalpaH/tamovftaH/tamomayaH/nizpraBaH/niHpraBaH/nirAlokaH/aprakASaH/aspazwaH/apraBaH/malinapraBaH/durdarSaH/malinaH/arokaH/vigataH/vizaRRaH/avasannaH/dInacetanaH/nirAnandaH/mlAnaH#}
glorification,s.,{#guRapraSaMsA/guRotkIrttanaM/utkIrttanaM/yaSaHkIrttanaM/anukIrttanaM/yaSovarRanA/stutivAdaH/guRaSlAGA/DanyavAdaH/vandanA/praSaMsAkaraRaM/UrdDvagatiH/svargArohaRaM/svargagatiH/paramapadaprAptiH#}
glorified,p. p.,{#utkIrttitaH/praSaMsitaH/kftaDanyavAdaH/UrdDvagataH/svargArUQaH#}
glorify,v. a.,{#kIrttayati/utkFt/praSaMs/SlAG/SlAGate/stu/stOti/stotuM/vadati/yaSaH/kIrttiM/varRayati/prakAS/(/yati/(#}
glorious,a.,{#mahAyaSAH/kIrttimAn/yaSasvI/mahodayaH/SrImAn/viSrutaH/KyAtaH/pratApavAn/pratApI/tejomayaH/tejasvI/ojasvI/varccasvI/supraBaH/atiSoBanaH/tEjasaH/utkfzwaH/uttamaH/praSastaH/yaSaskaraH/kIrttikaraH#}
gloriously,adv.,{#pratApena/sapratApaM/supraBaM/utkfzwaM/uttamaM/praSastaM#}
glory,s.,{#tejas/dyutiH/vfhaddyutiH/pratApaH/tejasvitA/ojasvitA/praBA/SoBA/ujjvalatA/praSaMsA/SlAGA/stutiH/stutivAkyaM/stotraM/mAnaM/pUjA/kIrttiH/yaSas/KyAtiH/suKyAtiH/viSrutiH/kIrttanaM/praTA/pratipattiH/mahimA/janodAharaRaM/svargagatiH/svargaBogaH/sadgatiH/paramAgatiH/paramapadaM/apavargaH/sidDiH/mokzaH/jayaSrIH/Atma/SlAGA/darpaH/garvvaH/ahaNkAraH/vikatTA#}
glory,v. n.,{#SlAGate/dfp/dfpyati/draptuM/garvv/garvvati/vikatT/nandati/Anand#}
glorying,s.,{#AtmaSlAGA/vikatTA/ahaNkAraH/darpaH/damBaH/darpakaraRaM#}
gloss,s.,{#wIkA/BAsyaM/BApyaM/vyAKyA/vivaraRaM/vArttikaM/wippanI/vAhyaSoBA/kalpitaSoBA/vAhyasni/gDatA/vAhyakAntiH/vAhyaruciH/ABA/CaviH#}
gloss,v. a.,{#wIkayA/vyAKyA/vyAkf/spazwIkf/vyAhf/liKati/leKituM/snigDIkf/upariBAgaM/SuB/SoBayati#}
glossarial,a.,{#SabdakozavizayakaH/pariBAzAprakASakaH#}
glossarist,s.,{#SabdakozaleKakaH/SabdasaNgrahakArI/kOSikaH/nirvacanakft#}
glossary,s.,{#kozaH/SabdakozaH/SabdasaNgrahaH/SabdagranTaH/SabdajAlaM/nirvacanaM/niGaRwuH/aBiDAnaM#}
glossiness,s.,{#vAhyaSoBA/vAhyakAntiH/vAhyaruciH/snigDatA/snEDyaM/cikkaRatA/kalpitaSoBA#}
glossographer,s.,{#wIkAleKakaH/BApyaleKakaH/wippanIleKakaH#}
glossography,s.,{#wIkAleKanaM/SabdakozaleKanaM/SabdakoparacanaM#}
glossy,a.,{#snigDaH/cikkaRaH/SlakzRaH/vahirBAge/SoBanaH/ruciraH/tejitaH/parizkftaH#}
glottis,s.,{#upajihvA/pratijihvA/alijihvA#}
glove,s.,{#hastAcCAdanaM/hastatrARaM/hastapariDAnaM/pARivastraM/pARivezwanaM/karavezwanaM/hastABaraRaM#}
glove,v. a.,{##}
glover,s.,{#hastAcCAdanakft/pARivastravikrayI/n#}
glow,v. n.,{#dIp/dIpyate/dIpituM/jval/jvalati/dah/dahmati/dagGuM/dahyate/tap/tapyate/tapati/taptuM/santap/pratap/aBitap/aruRIBU/raktIBU/raYj/saMraYj;#}
glow,s.,{#tApaH/uttApaH/dIptiH/tejas/dyutiH/dAhaH/caRqatA/uzRatA/ujjvalatA/raktatA/aruRimA/rAgaH;/kapolarAgaH/muKarAgaH#}
glowing,part. | a.,{#dIptaH/dIpyamAnaH/dedIpyamAnaH/taptaH/santaptaH/upataptaH/aBitaptaH/uttaptaH/tApI/tEjasaH/caRqaH/pracaRqaH/ujjvalaH/jvAlI/dahyamAnaH/rozapradIpitaH/kopajvalitaH/raktakapolaH/dIptAkzaH#}
glowingly,adv.,{#tApena/uttApena/tejasA/dIptyA/pracaRqaM/uzRaM#}
glow-worm,s.,{#praBAkfmiH/praBAkIwaH/dyutimatkIwaH/KadyotaH#}
gloze,v. a.,{#lal/lAlayati/sAntv/sAntva/yati#}
gloze,s.,{#lAlanaM/sAntvanaM/sAntvavAkyaM/cAwuH/maDuravAkyaM#}
glozer,s.,{#lAlI/sAntvavAdaH/cAwukAraH/cAwuvAdI/n#}
glue,s.,{#lepaH/vilepaH/suDA#}
glue,v. a.,{#saMyuj/saMSliz#}
glued,p. p.,{#saMlagnIkftaH/saMyuktaH/saMSlizwaH#}
gluey,a.,{#SyAnaH/sAndraH/cikkaRaH#}
glum,a.,{#vakraBAvaH/sadAvakraH/pratIpaH#}
glut,v. a.,{#tarpayati/santfp/pF/(pUrayati/paripF/atitfptiM/janayati/gras/grasate/upagras/gF/girati/garituM#}
glut,s.,{#AtirekyaM/atiriktatA/ADikyaM/AtiSayyaM/utsekaH/udrekaH/udvarttaH/atibAhulyaM/atitfptiH/atisOhityaM#}
glutinate,v. a.,{#saMyuj#}
glutination,s.,{#saMyojanaM/saMSlezaRaM#}
glutinous,a.,{#SyAnaH/cikkaRaH/sAndraH/snigDaH/saMlagnaSIlaH/anulagnaSIlaH#}
glutinousness,s.,{#SyAnatA/sAndratA/snigDatA/snEgDyaM/saMlagnaSIlatA#}
glutted,p. p.,{#atitfptaH/atipUritaH/atipUrRaH#}
glutton,s.,{#atyAhArI/aparimitAhArI/atyantaBojI/kukzimBariH/udaramBariH/OdarikaH/atiloBI/gfDrajanaH/satvaraBuk/varvviH#}
gluttonize,v. n.,{#BuMkte/BoktuM/gfDa/gfDyati/garDituM#}
gluttonous,a.,{#atyAhArI/bahvASI/atiBojI/atibuBukzuH/bahuBoktA/aparimitAhArI/BakzakaH/GasmaraH/admaraH/praGasaH/kukzimBariH/udaramBariH/dehamBaraH/OdarikaH/loluBaH/gfDraH/garDI/lolaH/AdyUnaH#}
gluttonously,adv.,{#atyAhAreRa/gfDrajanavat/Odarikavat/sAtiBojanaM#}
gluttony,s.,{#atyAhAraH/atiBojanaM/atibuBukzA/aDikaBojanaM/apari/mitAhAraH/GasmaratA/gfDratA/lolatA/lOlyaM/atfptiH/udaraBaraRaM#}
glyph,s.,{##}
glyptography,s.,{#takzaRakarmma/liKanaM#}
gnarl,v. n.,{#garj/garjati/rE/rAyati/rAtuM#}
gnarled,a.,{#granTilaH/bahagranTiH/parvvaviSizwaH#}
gnash,v. a.,{#kzivaq/kzivad/kzveqati/kzvedati/Garzati/nizpiz/sandaMSa/kawakawa/kawakawApayati#}
gnashing,s.,{#dantaGarzaRaM/kzveqanaM/kzveqitaM/kawakawaSabdaH#}
gnat,s.,{#maSakaH/masakaH/sUkzmamakzikA/sUcivadanaH/raRaraRaH/prAcikA/rAtrijAgaradaH#}
gnat-snapper,s.,{#maSakanASakaH#}
gnaw,v. a.,{#carv/carvati/carvayati/daMS/daSati/daMzwuM/vidaMS/sandaMS/KAdati/aS/aSnAti/aSituM/Bakz/Bakza/yati#}
gnawed,p. p.,{#carvitaH/sammuKadantEH kramaSaH KAditaH/vidaSyamAnaH/galitaH#}
gnawer,s.,{#carvaRakArI/daMSanakft#}
gnawing,s.,{#carvaRaM/daMSanaM/karttanaM#}
gnome,s.,{##}
gnomon,s.,{#kIlaH/mayUKaH/SaNkuH/naraH/nA/nf#}
gnomonic,s.,{#GawIkIlanirmmARasambanDI#}
gnomonics,s.,{#GawIkIlanirmmARavidyA/kAlamApakamaRqalanirmmARaSilyaM#}
gnostic,s.,{##}
go,v. n.,{#gam/gacCati/gantuM/yA/yAti/i/eti/sf/sarati/sarttuM/car/carati/pad/padyate/pattuM/vraj/vrajati/f/fcCati/arttuM/cal/calati/gA/agAt/iNg/iNgati/aMh/aMhate/kram/krAmati/krAmyati/kramituM/car/su/sravati/sotuM/syand/syandate/rI/rIyate/retuM/sfp/sarpati/sraptuM/pracal/pracar/vft/varttate/sTA/tizWati/sTAtuM/kAma/yat/yatate/udyam/vyavaso/upakram/Akram/aBikram/aBiprayA/Bram/BrAmyati/BramituM/viBram/cyavate/cyotuM/BraMS/BraSyati/BaMSituM/utkram/vyutkram/vyaBicar/apagam/vyapagam/gam/apayA/vyapayA/prayA/ape/apEti/i/vyape/apasf/apakram/vyapakram/apasfp/cal/prasTA/viprasTA/samprasTA/antaScar/antari/antarvft/maDyasTaH/maDyavarttI/atikram/atI/vyatI/ativft;/avayA/avaruh/tfRaprAyaH/nirgam/niryA/viniryA/niHsf/viniHsf/nizkram/niri/niScar/pragam/prayA/prasf/prasTA/viS/viSati/vezwuM/niviS/praviS/AviS/Agam/antargam/AyA/upasTA/apagam/apayA/pre/pare/atI/(/vidF/(/pragam/prayA/prasf/prasfp/pravft;/nirgam/vinirgam/niHsf/viniHsf/niryA/viniryA/aBiniryA/nizkram/vinizkram/aBinizkram/niScar/viniScar/niri/vahirgam/nirvA/(/Sam/SAmyati/SamituM/aDI/aDIte/i/aDigam/aDigA/BraSyati/BraMSituM/nirvah/pravft/(/sAD/sADayati/upagam/upAgam/sah/sahate/soQuM/anuBU/praviS/niviS/viS/vyaD/viDyati/vyadDuM/nirBid/Agam/upagam/upAgam/samupagam/aDigam/aBigam/AyA/aBiyA/upayA/upAyA/pratyAyA/samAyA/samupayA/upasTA/aBisf/Avft/aBivft/prativft/upAvft/aByAvft/Avraj/prativraj/aBipad/samApad/pratipad/samupapad/e/Eti/i/A/aBye/upe/aBI/pratI/Akram/upakram/aByf/udi/anuyA/samanuyA/anvi/car/sahAyIBU/vivad/nOkAyA/uttF/avaruh#}
go-between,s.,{#maDyasTaH/maDyavarttI/sanDijIvakaH/dUtI/saYcArikA/suratatAlI#}
go-by,s.,{#palAyanaM/apakramaH/nirgamaH/apayAnaM/vyapadeSaH#}
go to,,{#apEhi/apasara/ehi/yAtu/Dik#}
go-cart,s.,{#SakawikA/krIqASakawaH#}
goad,s.,{#todanaM/totraM/pratodaH/aNkuSaH/prAjanaM/SfRiH/pravayaRaM#}
goad,v. a.,{#tudati/tottuM/vitud/Atud/prer/Irayati/pracud/praRud/pravft/protsah/uttij#}
goaded,p. p.,{#pratunnaH/preritaH/protsAhitaH#}
goal,s.,{#agraM/agraBUmiH/agrasTAnaM/aBiprAyaH/SezABi/prAyaH/ASayaH/uddeSaH/arTaH/antaH/uttaraM/PalamuttaraM/pariRAmaH#}
goat,s.,{#CAgaH/CagalaH/ajaH/vastaH/stunakaH/parRaBojanaH/lambakarRaH/payasvalaH/SivApriyaH/devAnAmpriyaH;/vanAjaH/vanaCAgaH/araRyaCAgaH;/CAgI/ajA;/maRiH/AjakaM;/vAstaH#}
goat-herd,s.,{#jAbAlaH/ajajIvikaH/ajAjIvaH/ajA/pAlakaH/CAgapAlakaH/ajapaH/CAgapozakaH#}
goatish,a.,{#ajavat kAmukaH/ajaganDaH/CAgaganDaH#}
goatishly,adv.,{#ajavat/CAgavat/kAmukavat/kAmukaM#}
goatskin,s.,{#ajacarmma/CAgacarmma/CAgAjinaM/ajAjinaM#}
gob,s.,{#alpikA/alpapiRqaH/alpagrAsaH/muKapUraRaM/kavalaH#}
gobble,v. a.,{#gras/grasate/upagras/Bakzayati/KAd/KAdati/gF/girati/garituM#}
gobble,v. n.,{##}
gobbler,s.,{#SIGraBojI/SIGrASI/bahvASI/BakzakaH/GasmaraH#}
goblet,s.,{#kAMsyaM/kaMsaH/kaMSaH/pAnaBAjanaM/pAnapAtraM;/kaMsIyaH#}
goblin,s.,{#vetAlaH/rAtricaraH/rAtriYcaraH/rajanIcaraH/kzaRadAcaraH/naktacaraH/niSAwaH/BUtaH/rAkzasaH/piSAcaH/asuraH/pretaH/apadevatA/kravyAd/yajYAriH/viTuraH/karburaH/kORapaH#}
god,s.,{#ISvaraH/parameSvaraH/pareSvaraH/paramAtmA/devaH/suraH/amaraH/vibuDaH/animizaH/ajaraH/cirAyUH/sucirAyUH/BagavAn/sarvvasrazwA/DAtA/viDAtA/jagatkarttA/viSvasfk/BUtAdiH/sAt/ISvareSvaraH;/nagaradevatA/svayamBUH#}
godaveri,s.,{#godAvarI/tapanI/tapanAtmajA#}
god-child,s.,{#DarmmaputraH/DarmmasutaH#}
god-daughter,s.,{#DarmmaputrI/DarmmasutA/jalasaMskArakAle KrIzwIyaDarmmaSi#}
goddess,s.,{#devI/surI/amarA/ajarA/devapatnI/devANganA/BagavatI#}
godfather,s.,{#DarmmapitA/DarmmapratiBUH/jalasaMskArakAle KrIzwIya#}
godhead,s.,{#devatvaM/ISvaratvaM/devaBUyaM/BagavattvaM/brahmatvaM/brahmaBUyaM#}
godless,a.,{#anISvaraH/anISvaravAdI/nAstikaH/anISvararocitaH/nirDarmmaH/aDArmmikaH/atiduzwaH#}
godlessly,adv.,{#nAstikavat/pAzaRqavat/atiduzwaM/DarmmavyatirekeRa#}
godlessness,s.,{#anISvaratvaM/nAstikatvaM/nirDarmmatA/atiduzwatA#}
godlike,a.,{#devatulyaH/devopamaH/devarUpI/divyaH/devArhaH/ISvarIyaH/ISvaramUrttiH#}
godliness,s.,{#ISvarasevA/ISvaraBaktiH/devaBaktiH/ISvaraSradDA/ISvarapUjA/DarmmatvaM/DArmmikatA/DarmmasevA/brahmaRyatA/puRyaSIlatA#}
godly,a.,{#ISvarasevI/ISvaraBaktaH/ISvarapUjakaH/devapUjakaH/puRyaSIlaH/puRyAtmA/BajanaSIlaH/BaktimAn/DarmmI/DArmmikaH/DarmmAcArI/brahmaRyaH#}
godly,adv.,{#ISvaraBaktavat/devapUjakavat/DArmmikavat/puRyaM#}
godmother,s.,{#DarmmamAtA#}
godsend,s.,{#devadattaM/ISvaradattaM/lakzmIdattaM/SrIdattaM/sOBAgyaM#}
godship,s.,{#ISvaratvaM/devatvaM/devaBAvaH/devaBUyaM/BagavattvaM#}
godson,s.,{#DarmmaputraH/DarmmasutaH#}
godwit,s.,{#dIrGacaYcuH/dIrGajaNGaH/dIrGapAd#}
goer,s.,{#gAmI/gantA/yAyI/saraH/sArI/kramitA/calaH/gamanakArI/avilambitakramaH/drutakramaH#}
goggle,v. n.,{#lolati/lola/yati/vivftAkzaH/tiryyagdfzwiH#}
goggle-eye,s.,{#lolanayanaM/lolanetraM/PullanayanaM/vivftacakzus#}
goggle-eyed,a.,{#lolanayanaH/lolAkziH/utPullanayanaH/PullalocanaH/tiryyagdfzwiH/vakradfzwiH/unnetraH/udagranayanaH#}
going,part.,{#caran/calan/krAman/saran/gAmI/saraH/saraRaH/caraH/sarala/yAyI#}
going,s.,{#gamaH/saraRaM/caraRaM/cAraH/calanaM/vrajanaM/gatiH/gataM/ayanaM/kramaH/apagamaH/vyazagamaH/apayAnaM/apasaraRaM/apAyaH/prasTAnaM;/nizkramaH/nizkrAntiH/nirgamaH/niryARaM/vahirgamanaM;/gamAgamaH/gamanAgamanaM/gatAgataM/yAtAyAtaM#}
goitre,s.,{#gaquH/gaRqiH/gaqukaRWaH#}
goitrous,a.,{#gaqupIqitaH/gaqukaRWaH#}
gold,s.,{#suvarRaM/svarRaM/kanakaM/kAYcanaM/hiraRyaM/hema/hemaM/rukmaM/rugmaM/Barma/BarmaM/jAtarUpaM/jAmbUnadaM/SAtakumBaM/SatakumBaH/SAta/kOmBaM/cAmIkaraM/nizkaM/hAwakaM/hiraRaM/tapanIyaM/mahArajataM/kalaDOtaM/kalaDUtaM/kArttasvaraM/azwApadaH/karburaM/karbUraM/gANgeyaM/gOraM/dIptaM/BAskaraM/jAmbavaM/tejas/SataKARqaM/mahADAtuH/sOmerukaM/lohottamaM/piYjAnaM/surArhaM/dAkzAyaRaM/sAnasiH/purawaM/purudaM/vahnivIjaM/akupyaM/mfdunnakaM;/kumAraM;/piNgASaM;/kUwasvarRaM;/SfNgikanakaM;/kAYcanacayaH;/kanakaBaNgaH;/suvarRamudrA;/kanakapalaH/suvarRaH#}
gold,a.,{#suvarRa/svarRa/kanaka/kAYcana/suvarRakaNkaRaM;/kanakadaRqaH;/kanakasTalI/kAYcanakandaraH;/hemasUtrakaM/kanakasUtraM#}
gold-beater,s.,{#svarRapatrakAraH/udvarttayati#}
gold-drawer,s.,{#suvarRodvarttanakArI/kanakodvarttanakft#}
gold-dust,s.,{#kanakaparAgaH/kAYcanaBUH/kanakareRuH#}
golden,a. | a.,{#sOvarRaH/svarRamayaH/svarRanirmmitaH/svarRakaH/suvarRavAn/kAYcanaH/kAYcanamayaH/kanakamayaH/suvarRakftaH/rukmavAn/tApanIyaH/kanakaBUzaRaM#}
goldfinch,s.,{#n#}
gold-fish,s.,{##}
gold-leaf,s.,{#svarRapatraM/kanakapatraM/azwApadapatraM/patraM#}
goldsmith,s.,{#svarRakAraH/suvarRakAraH/hemakAraH/rukmakArakaH/nAqinDamaH/hemalaH/kalAdaH/kaRAdaH/gOYjikaH#}
gold-thread,s.,{#kanakasUtraM/hemasUtraM/suvarRatantuH#}
golf,s.,{#kandukakrIqA/kandukalIlA/gulikAkrIqA#}
gondola,s.,{##}
gondolier,s.,{#pUrvvoktanOkAvAhakaH/pUrvvoktanOkAdaRqaDaraH#}
gone,p. p.,{#gataH/yAtaH/calitaH/sftaH/caritaH/vrajitaH/itaH/pannaH/apagataH/vyapagataH/nirgataH/nizkrAntaH/vahirgataH/vfttaH/BUtaH/atItaH/atikrAntaH#}
gonfalon,s.,{#patAkA/DvajaH/ketuH/vEjayantI#}
gong,s.,{#kAMsyaM/GanaM/gaBIrikA#}
goniometer,s.,{#koRaparimApakayantraM/asramApanayantraM#}
gonorrh,s.,{#rakzaRIrakaH/rakzaRArakaH/DAtukzaraRaM/mUtramArgarogaH#}
good,a.,{#sADuH/BadraH/uttamaH/praSastaH/praSasyaH/SastaH/SasyaH/SizwaH/SuBaH/kuSalaH/kalyARaH/sattamaH/SrezWaH/sAraH/sAravAn/AryyaH/varaH/nirdIzaH/aduzwaH/su/sukriyA;/sADujanaH/sajjanaH;/supaTaH/sanmArgaH/DArmmikaH/saccaritaH/sadAcAraH/sADuvfttaH/AryyavfttaH/SuBAcAraH/sukarmmA/sukftI/sukft/sucaritaH/kuSalI/puRyaH/puRyakarmmA/puRyaSIlaH/puRyAtmA/vfttavAn/yogyaH/yuktaH/upayuktaH/ucitaH/samucitaH/hitaH/suhitaH/KAdyaH/KAdanIyaH/paTyaH/upayogI/sopakAraH/hitaH/hitakAmaH/sujanaH/priyaNkaraH/priyakAraH/upakArakaH/utyAdakaH/akzataH/adUzitaH/sampUrRaH/sakalaH/kftsnaH/bahuH/analpaH/mahAn/BUriH/pracuraH/su/ati/suduHKitaH/atiduHKitaH/sudUraM;/DarmyaH/aviSudDaH/guRaH;/guRI/sadguRaH/kalyARa/vacanaM/ASIrvacanaM;/SuBASuBaH/hitAhitaH/sArAsAraH/AryyahfdyaH/sampad/sampF/sAD/sADayati/SoGayati/apAkf;/BadraH;/upayuktakAle#}
good,s.,{#hitaM/Sreyas/BadraM/SuBaM/kalpARaM/kuSalaM/kzemaM/maNgalaM/BUtiH/lokahitAya/hitAhitaM/SuBASuBaM/BadrABadraM/maNgalA/maNgalaM;/sArAsAraM/upayogaH/arTaH/PalaM/lABaH/puRyaM/sukftaM/sucaritaM/sADuvfttaM/DarmmaH;/upakf#}
good,adv.,{#su/suzWu;/samaM;#}
good,,{#BadraM/vAQaM/kAmaM/Bavatu/astu/evamastu/taTeti#}
good-breeding,s.,{#saByatA/vinayaH/suvinayaH/suSIlatA;/suvinItaH/suSIlaH#}
good-conditioned,a.,{#susTaH/susTitaH/suvfttaH#}
good-fellow,s.,{#BadraH/BadrajanaH/sADujanaH/sahapAyI/rasikajanaH#}
