Entry No,Word Info,Definition,Transliteration
9587,"Smelt,",{%v. t.%},vi-lI
9588,"Smile,",{%v. i.%},smi
9589,"Smirch,",{%v. t.%},malinIkf
9590,"Smirk,",{%s.%},"vikftahAsaH, vilakzasmitaM"
9591,"Smite,",{%v. t.%},han
9592,"Smith,",{%s.%},Silpin
9593,"Smock,",{%s.%} (,sTUla
9594,"Smoke,",{%s.%},"DUmaH-mikA, DUpaH-pikA;"
9595,"Smooth,",{%a.%},"sama; SlakzRa, mfdu"
9596,"Smother,",{%v. t.%},SvAsaM ava-ni-ruD
9597,"Smoulder,",{%v. i.%},aMtar jval
9598,"Smudge,",{%v. t.%},malinayati
9599,"Smug,",{%a.%},"SoBana, suveSa"
9600,"Smuggle,",{%v. i.%},pratizidDAni BAMqAni Ahf
9601,"Smut,",{%s.%},"masI, malaM"
9602,"Snack,","{%s. See%} {@Share, Repast.@}",
9603,"Snaffle,",{%s.%},laGuvalgA
9604,"Snail,",{%s.%},"SaMbUkaH, koza-kavaca-sTaH"
9605,"Snake,",{%s.%},"sarpaH, BujagaH, BujaMgaH-gamaH, pannagaH,"
9606,"Snap,",{%v. t.%} (,akasmAt
9607,"Snare,",{%s.%},"pASaH, vAgurA, jAlaM;"
9608,"Snarl,",{%v. i.%},Baz
9609,"Snatch,",{%v. t.%} (away),AcCid
9610,"Sneak,","{%v. i. See%} {@Slink. -ing,@} {%a.%}",kutsita-
9611,"Sneer,",{%v. i.%} (at),ava-upa-has
9612,"Sneeze,",{%v. i.%},kzu
9613,"Snicker, Snigger,",{%v. i.%},aMtar has
9614,"Sniff,",{%v. t.%},nAsAdvAreRa niSvas
9615,"Snip,",{%v. t.%},agraBAgaM-agraM-lU
9616,"Snipe,",{%s.%},dIrGacaMcuH
9617,"Snivel,",{%s.%},"nAsAmalaM, siMhA (GA)RaM-naM"
9618,"Snob,",{%s.%},"saByaMmanyaH, BadramAnin"
9619,"Snooze,",{%See%} {@Nap.@},
9620,"Snore,",{%v. t.%},GarGarAyate
9621,"Snort,",{%s.%},PU(Pu)tkAraH
9622,"Snot,",{%See%} {@Snivel.@},
9623,"Snout,",{%s.%},"proTaH, nAsA, potraM"
9624,"Snow,",{%s.%},"himaM, tuzAraH, tuhinaM, prAleyaM, ava-"
9625,"Snub,",{%v. t.%},parABU
9626,"Snuff,",{%s.%},"nasyaM, nAsAcUrRaM, kzutkarI;"
9627,"Snuffle,",{%See%} {@Snort.@},
9628,"Snug,",{%a.%},"su-, saMhata, su-, pracCanna, sugupta, Avfta,"
9629,"So,",{%adv.%},"taTA, evaM, tadvat, evaMviDaM; iti, itTaM"
9630,"Soak,",{%v. t.%} (,ciraM
9631,"Soap,",{%s.%},mArjanalepaH;
9632,"Soar,",{%v. t.%},utpat-udgam
9633,"Sob,",{%v. i.%},sagadgadaM rud
9634,"Sober,",{%a.%},"SAMta, DIra, gaMBIra, sTira, sTiramati-"
9635,"Sobriquet,",{%s.%},"upADiH, upanAman"
9636,"Sociable,",{%a.%},"saMgamapriya, saMsargapriya-SIla, jana-"
9637,"Society,",{%s.%},"saMgamaH, saMgaH, saMsargaH, samAgamaH"
9638,"Sociology,",{%s.%},samAjaSAstraM
9639,"Sock,",{%s.%},"pAdatraM,"
9640,"Socket,",{%s.%},"ADAraH, pAtraM, BAjanaM"
9641,"Sod,",{%s.%},"SAdvalaM, tfRAvftaBUBAgaH"
9642,"Sodality,",{%s.%},"maMqalaM, saMGaH"
9643,"Sodden,",{%a.%},ati-sikta-klinna; SUna
9644,"Sodomy,",{%s.%},"puMmETunaM, puruzamehaH, pAyu-guda-"
9645,"Sofa,",{%s.%},"paryaMkaH, maMcaH, SayyA; SayanaM, AsanaM"
9646,"Soft,",{%a.%},mfdu
9647,"So-ho,",{%interj.%},"haMho, Bo BoH"
9648,"Soil,",{%s.%},"BUH, BUmi"
9649,"Sojourn,",{%v. i.%},ava-sTA
9650,"Solace,",{%v. t.%},sAM(SAM)tv
9651,"Solar,",{%a.%},sOra
9652,"Solder,",{%v. t.%},saM-DA
9653,"Soldier,",{%s.%},"sEnikaH, yoDaH, BawaH, AyuDikaH,"
9654,"Sole,",{%a.%},eka
9655,"Solecism,",{%s.%},saMskAracyuti
9656,"Solemn,",{%a.%},"puRya, pavitra; viDipUrva, saMskAra-"
9657,"Solicit,",{%v. t.%},yAc
9658,"Solid,",{%a.%},"sasAra, sAravat, vAstavika"
9659,"Soliloquy,",{%s.%},svagata
9660,"Solitary,",{%a.%},"vivikta, nirjana, vijana, niBfta,"
9661,"Solstice,",{%s.%},"ayanAMtaH, ayanaM, ayanakAlaH-"
9662,"Solve,",{%v. t.%},vyAkf
9663,"Sombre,",{%a.%},"SyAma, malina, DUsara, maMda-malina-"
9664,"Some,",{%a.%},kim
9665,"Somer-sault, -set,",{%s.%},UrDvapAdalaMGanaM
9666,"Somnambulate,",{%v. t.%},nidrAyAM
9667,"Somniferous,",{%a.%},svApa-nidrA-janana
9668,"Somniloquist,",{%s.%},nidrAlApin
9669,"Somnolent,",{%a.%},"nidrAlu, nidrAlasa;"
9670,"Son,",{%s.%},"putraH, sutaH, tanayaH, sUnuH, AtmajaH,"
9671,"Song, -ster,",{%s. See%} under {@Sing.@},
9672,"Sonnet,",{%s.%},"gItikA, gATA, laGugItaM-kAvyaM"
9673,"Sonorous,",{%a.%},"maDura, maMjula"
9674,"Soon,",{%adv.%},"acireRa, acirAt, avilaMbaM,"
9675,"Soot,",{%s.%},"kajjalaM, kiwwaM, masI-zI"
9676,"Sooth,",{%s.%},"satyaM, taTyaM;"
9677,"Soothe,",{%v. t.%},Sam
9678,"Sop,",{%s.%},"piMqaH, annaM, pizwakaKaMqaH"
9679,"Sophism, Sophistry,",{%s.%},"hetvABAsaH, yu-"
9680,"Soporific, Soporiferous,",{%a.%},nidrAjanana-
9681,"Sorcery,",{%s.%},"EMdrajAlaM, mAyA, kusfti"
9682,"Sordid,",{%a.%},"nIca, kfpaRa, kutsita, aDama, dIna,"
9683,"Sore,",{%s.%},"kzataM, vraRaH-RaM, aruz"
9684,"Sorrel,",{%s.%},"cukraH, sahasraveDin"
9685,"Sorrow,",{%s.%},"SokaH, Suc"
9686,"Sort,",{%s.%},"prakAraH; viSezaH, BedaH"
9687,"Sortie,",{%s.%},"avaskaMdaH, avapAtaH;"
9688,"Sot, -Sottish,",{%a.%},"pAnamUQa, pAnAsakta, mado-"
9689,"Soul,",{%s.%},Atman
9690,"Sound,",{%s.%},"SabdaH, ni-, nAdaH, DvaniH, ni-, sva-"
9691,"Soup,",{%s.%},jU
9692,"Sour,",{%a.%},"amla, Sukta, amlarasa;"
9693,"Source,",{%s.%},"praBavaH, yoni"
9694,"Souse,",{%v. t.%},sahasA plu
9695,"South,",{%s.%},"dakziRA, dakziRadik-diSA-ASA,"
9696,"Souvenir,",{%s. See%} {@Memorial.@},
9697,"Sovereign,",{%s.%},svarRamudrA
9698,"Sow,",{%s.%},"sU(SU)karI, varAhI, kolI"
9699,"Space,",{%s.%},"AkASaH-SaM, SUnyaM, digaMtaraM, riktaM,"
9700,"Spade,",{%s.%},"KanitraM, avadAraRaM, staMbaGnaH"
9701,"Span,",{%s.%},kizku-vitasti
9702,"Spangle,",{%s.%},rajatapatraM; DAtutArA
9703,"Spank,",{%v. t.%},capewena prahf
9704,"Spar,",{%s.%},sPawikamfttikA
9705,"Spare,",{%v. t.%},rakz
9706,"Spark,",{%s.%},"vi-, sPuliMgaH, agni"
9707,"Sparring,",{%s.%},"muzwiyudDaM, muzwImuzwiyudDaM"
9708,"Sparrow,",{%s.%},"cawakaH, kalaviMkaH;"
9709,"Sparse,",{%a.%},"virala, abahula, anibiqa"
9710,"Spasm,",{%s.%} (,aMga
9711,"Spatter,",{%v. t.%},avasic
9712,"Spattle, Spatula,",{%s.%},pra-vi-lepanI
9713,"Spavin,",{%s.%},saMDiSoTaH
9714,"Spawl,",{%s.%},nizWyUtaM;
9715,"Spawn,",{%s.%},"aMqaM, mInAMqaM, BekAMqaM,"
9716,"Speak,",{%v. t.%},vad
9717,"Spear,",{%s.%},"SUlaH-laM, kuMtaH, prAsaH, tomaraH, Sakti"
9718,"Specie,",{%s.%},"mudrA, nARakaM"
9719,"Species,",{%s.%},jAti
9720,"Specimen,",{%s.%},"AdarSaH, pratimA, pratirUpaM"
9721,"Specious,",{%a.%},"satyasaMkASa-ABAsa-sanniBa,"
9722,"Speck, Speckle,",{%s.%},"biMduH, cihnaM, aMkaH,"
9723,"Spectacle,",{%s.%},"dfSyaM, kOtukaM, AlokaH, cama-"
9724,"Spectator,",{%s.%},"prekzakaH, prekzakajanaH-lokaH, drazwf"
9725,"Spectre,",{%s.%},"BUtaH, piSAcaH, CAyA, vetAlaH,"
9726,"Specular,",{%a.%},AdarSaguRaka
9727,"Speculate,",{%v. i.%},vicar
9728,"Speculum,",{%s. See%} {@Mirror.@},
9729,"Speed,",{%s.%},"vegaH, pra-, javaH, raMhas"
9730,"Spell,",{%s.%},"maMtraH, aBicAramaMtraH"
9731,"Spend,",{%v. t.%},ut-vi-sfj
9732,"Sperm, -atic,","{%See%} {@Semen,@} &c.",
9733,"Spew,",{%v. t.%},vam
9734,"Sphere,",{%s.%},"golaH-laM, vartulaM, maMqalaM;"
9735,"Sphygmograph,",{%s.%},nAqIsPuraRa
9736,"Spice,",{%s.%},gaMDadravyaM;
9737,"Spider,",{%s.%},"taMtuvApaH, taMtunABaH, taMtravApaH, UrRa-"
9738,"Spike,",{%s.%},"SasyamaMjarI; kaRiSaM-zaM, DAnyaSIrzaM-"
9739,"Spikenard,",{%s.%},"jawAmAMsI, tapasvinI, jawilA"
9740,"Spill,",{%s.%},SalAkA
9741,"Spin,",{%v. t.%} (,taMtUn
9742,"Spindle,",{%s.%},tarku
9743,"Spine,",{%s.%},"pfzWavaMSaH, kaSeru"
9744,"Spinous, -Spiny,",{%a.%},sakaMwaka
9745,"Spinster,",{%s.%},sUtrakartikA
9746,"Spiracle,",{%s.%},"CidraM, sUkzmaraMDraM, vAyumArgaH"
9747,"Spire,",{%s.%},"vyA-A-vartanaM, AvartaH, vyAvartanareKA"
9748,"Spirit,",{%s.%},"prARAH, asavaH,"
9749,"Spit,",{%v. t.%},"ni-, zWiv"
9750,"Spite,",{%s.%},"vi-, dvezaH, IrzyA, asUyA, drohaH, mA-"
9751,"Splash,",{%v.%},AsPal
9752,"Spleen,",{%s.%},plIhan
9753,"Splendid,",{%a.%},"BAsura; ujjvala, BAsvat, ati-"
9754,"Splice,",{%v. t.%},saMyuj
9755,"Splint, -er,",{%s.%} (,kAzWa-
9756,"Split,",{%v. i.%},sPuw
9757,"Spoil,",{%v. t.%},malinIkf
9758,"Spoke,",{%s.%},"araH-raM, sakTi"
9759,"Spokesman,",{%s.%},"muKaM,"
9760,"Spoliate,",{%v. t.%},luMW
9761,"Sponge,","{%s.%} {@Sponger,@} q. v. {@-y,@} {%a.%}",virala-
9762,"Sponsor,",{%s.%},DarmapratiBUH-pratiniDiH
9763,"Spontaneous,",{%a.%},yAdfcCika-EcCika-
9764,"Spoon,",{%s.%},"camasaH-saM, kaMbi-bA"
9765,"Spoor,",{%s.%},"SvApadapadavI, vanapaSupadDati"
9766,"Sporadic,",{%a. See%} {@Single.@},
9767,"Sport,",{%v. i.%},vi-hf
9768,"Spot,",{%s.%},"sTAnaM, sTalaM, padaM, pra-, deSaH, AspadaM,"
9769,"Spouse,",{%s.%},parigrahItf
9770,"Spout,",{%s.%},"nAlI, praRAlaH-lI"
9771,"Sprain,",{%v. t.%},atiyatnena
9772,"Sprat,",{%s.%},nala-tala-mInaH
9773,"Sprawl,",{%v. i.%},sAMgavikzepaM svap
9774,"Spray,",{%s.%},"SI(sI)karaH, tuzAraH;"
9775,"Spread,",{%v. i.%},pra-vi-sfp
9776,"Sprig,",{%s.%},"viwapaH, SAKA, pallavaH-vaM, dalaM, upa-"
9777,"Sprightly,",{%a.%},"utsAhavat, praPulla, sotsAha,"
9778,"Spring,",{%s.%},"vasaMtaH, -kAlaH, -samayaH, suraBiH, maDuH,"
9779,"Springe,",{%s.%},pASaH;
9780,"Sprinkle,",{%v. t.%},sic
9781,"Sprite,",{%s. See%} {@Ghost.@},
9782,"Sprout,",{%s.%},maMjarI
9783,"Spruce,",{%a.%},"vinIta, vinItaveSa;"
9784,"Spume, -y,","{%See%} {@Froth, -y.@}",
9785,"Spur,",{%s.%},kaMwakaH
9786,"Spurious,",{%a.%},"kftrima, kalpita, kapawa-kUwa-"
9787,"Spurn,",{%v. t.%} (Away),lattAprahAreRa pratyA-
9788,"Spurt,",{%s.%},"haWodyamaH, mahAprayatnaH"
9789,"Sputter,",{%v.%},aMbUkf
9790,"Sputum,",{%s. See%} {@Spittle@} under {@Spit.@},
9791,"Spy,",{%s.%},"cAraH, caraH, apa(va)sarpaH, spaSaH, praRiDiH,"
9792,"Squab,",{%a.%},hrasvasTUla
9793,"Squabble,",{%See%} {@Quarrel.@},
9794,"Squad,",{%s.%},navasEnyadalaM
9795,"Squadron,",{%s.%} (,sEnya-
9796,"Squalid,",{%a.%},"malina, kutsita, ameDya, apa-ni-"
9797,"Squall,",{%s.%},"cItkAraH, caMqaravaH, kalakalaH, u-"
9798,"Squander,",{%v. t.%},apa-vyay
9799,"Square,",{%s.%} (In Arith.),"vargaH, kfti"
9800,"Squash,",{%v. t.%},saMmfd
9801,"Squat,",{%v. i.%},utkawukAsanaM kf
9802,"Squeak, Squeal,",{%v. i.%},karkaSaM ru
9803,"Squeamish,",{%a.%},"vivamizu, vamanonmuKa"
9804,"Squeeze,",{%v. t.%},ni-saM-pIq
9805,"Squelch,",{%v. t.%},nirdal
9806,"Squib,",{%s. See%} {@Satire.@},
9807,"Squint,",{%v. i.%},tiryak dfS
9808,"Squire,",{%s.%},"mahAjanaH, AryaH, SrI"
9809,Squirm,{%v. i. See%} {@Writhe.@},
9810,"Squirrel,",{%s.%},"kAzWamArjAraH-biqAlaH, vfkza-"
9811,"Squirt,",{%s.%},DArAyaMtraM
9812,"Stab,",{%v. t.%} (,CurikayA
9813,"Stable,",{%a.%},"sTira, niScala, acala, dfQa, sTA-"
9814,"Stack,",{%s.%},"rASiH, saM-, cayaH, saMGaH, utkaraH,"
9815,"Staff,",{%s.%},"daMqaH, yazwi"
9816,"Stag,",{%s.%},"hariRaH, mfgaH, kuraMgaH -gamaH, eRaH"
9817,"Stage,",{%s.%},"raMgaH, -BUmi"
9818,"Stager,",{%s.%},"jYAnavfdDaH, vfdDaH"
9819,"Stagger,",{%v. i.%},prasKal
9820,"Stagnant,",{%a.%},"sTira, niScala, nizpravAha, ni-"
9821,"Staid,",{%a.%},"DIra, ga(gaM)BIra, sTira;"
9822,"Stain,",{%v. t.%} (lit. and fig.),duz
9823,"Stair,",{%s.%},"sopAnaM, ArohaRaM, parvan"
9824,"Stake,",{%s.%},"glahaH, paRaH"
9825,"Stale,",{%a.%},"yAtayAma, pari-, uzita, rAtryaMtarita;"
9826,"Stalk,",{%s.%},"kAMqaH-qaM, nAlaH laM-lI; baMDanaM, vfMtaM,"
9827,"Stall,",{%s.%},"paRyavITikA, paRyagehaM, A-"
9828,"Stallion,",{%s.%},"bIjASvaH, savfzaRaH aSvaH"
9829,"Stalwart,",{%a.%},"dfQAMga, prabala,"
9830,"Stamen,",{%s.%},"kesaraH, puMkesaraH"
9831,"Stamina,",{%s.%} (fig.),"sAraH, sattvaM, tejas"
9832,"Stammer,",{%v. i.%},sKal
9833,"Stamp,",{%s.%},"mudrA, mudrikA, mudrAyaMtraM"
9834,"Stampede,",{%s.%},sasaMBramaM palAyanaM
9835,"Stanch,",{%a.%},"dfQa, sTira, DIra, acala;"
9836,"Stanchion,",{%s.%},kzudrastaMBaH-sTARuH
9837,"Stand,",{%v. i.%},sTA
9838,"Standard,",{%s.%},"DvajaH, patAkA, ketuH, ketanaM,"
9839,"Stanza,",{%s.%},SlokaH
9840,"Staple,",{%a.%},"praDAna, muKya, viSizwa"
9841,"Star,",{%s.%},"tArA, tArakA, nakzatraM, jyotis"
9842,"Starboard,",{%s.%},nOdakziRapArSvaH
9843,"Starch,",{%s.%},maMqaH-qaM
9844,"Stare,",{%v. i.%},sUkzmaM-badDalakzyaM-sTiradfzwyA-a-
9845,"Stark,",{%a.%},"samagra, pUrRa, kevala, atyaMta, aSeza"
9846,"Start,",{%v. i.%},pra-sTA
9847,"Startle,",{%v. See%} {@Start;@} ‘s. ing news’,u-
9848,"Starve,",{%v. i.%},kzuDayA pIq
9849,"State,",{%s.%},"avasTA, daSA, BAvaH, sTiti"
9850,"Station,",{%s.%},"sTAnaM, ava-, sTiti"
9851,"Stationer,",{%s.%},leKanasADanavikrayin
9852,"Statue,",{%s.%},"pratimA, pratikfti"
9853,"Stature,",{%s.%},"pramARaM, parimARaM, uccatA, mUrti"
9854,"Status,",{%s.%},sTiti
9855,"Statute,",{%s.%},"viDiH, niyamaH, vyavasTA;"
9856,"Stave,",{%s.%},"kAzWaKaMqaH-qaM, PalakaH-kaM"
9857,"Stay,",{%v. i.%},vas
9858,"Stead,",{%s.%},"sTAnaM, BUmi"
9859,"Steadfast,",{%a.%},"sTira, dfQa, satata, acala; ni-"
9860,"Steady,",{%a.%},"sTira, dfQa, acala, niScala, DIra,"
9861,"Steal,",{%v. t.%},cur
9862,"Steam,",{%s.%},bAzpaH;
9863,"Steed,",{%s.%},"aSvaH, turagaH, vAjin"
9864,"Steel,",{%s.%},"citrAyasa, sAralohaM, piMqAyasaM, tI-"
9865,"Steep,",{%a.%},"durAroha, utsarpin, pAtuka, pravaRa,"
9866,"Steeple,",{%s.%},"SiKaraM, SfMgaM,"
9867,"Steer,",{%s.%},"vatsataraH, damyaH"
9868,"Stellar,",{%a.%},tArA
9869,"Stem,",{%s.%},"baMDanaM, vfMtaM, prasavabaMDanaM"
9870,"Stench,",{%s.%},pUti
9871,"Stentorian,",{%a.%},"atitAra, atyucca; urusvana"
9872,"Step,",{%s.%},"padaM, pada"
9873,"Stereotyped,",{%a.%},"sTira, aparivartanIya, dfQa-"
9874,"Sterile,",{%a.%},"vaMDya, aPala, nizPala"
9875,"Sterling,",{%a.%},"yaTArTa, paramArTa, vAstavika (kI"
9876,"Stern,",{%s.%},pfzWaBAgaH
9877,"Sternum,",{%s.%},urosTi
9878,"Sternutation,","{%s. See%} {@Sneeze. -Ster-@}
{@-nutatory,@} {%s.%}",nasyaM
9879,"Stertorous,",{%a.%},GarGarAyamARa
9880,"Stethoscope,",{%s.%},"hftparIkzaRayaMtraM, hfdayasPuraRa-"
9881,"Stew,",{%v. t.%},madaM pac
9882,"Steward,",{%s.%},paricArakaH
9883,"Stibium,",{%s.%},"sOvIraM, kApotaM, srotoMjanaM,"
9884,"Stick,",{%s.%},"daMqaH, yazwi"
9885,"Stickle,",{%v. i.%},pakzaM grah
9886,"Stiff,",{%a.%},"kaWina, saMhata; dfQa, Gana, anamya,"
9887,"Stifle,",{%v. t.%},"SvAsaM ni-, ruD"
9888,"Stigma,",{%s.%},"kalaMkaH, aMkaH, lAMCanaM, dUzaRaM"
9889,"Stile,",{%s.%},sopAnamArgaH-padDati
9890,"Stiletto,",{%s. See%} {@Dagger@},
9891,"Still,",{%s.%},"aDoyaMtraM, bakayaMtraM, saMDAnapAtraM"
9892,"Stitt,",{%s.%},pAdayazwi
9893,"Stimulate,",{%v%},uttij
9894,"Sting,",{%v. t.%},daMS
9895,"Stingy,",{%a.%},"kfpaRa, badDamuzwi, dAnavirakta, amu-"
9896,"Stink,",{%s.%},pUti
9897,"Stint,",{%v. t.%},niyam
9898,"Stipend,",{%s.%},"vetanaM, vftti"
9899,"Stipulate,",{%v. i.%},samayaM-saMvidaM-kf
9900,"Stir,",{%v. t.%},cal
9901,"Stirrup,",{%s.%},pAdagrahaRI-DAraRI
9902,"Stitch,",{%v. t.%},siv
9903,"Stock,",{%s.%},"mUlaM, mUlaDanaM, paripaRaH; nIvi-vI"
9904,"Stocking,",{%s.%},"caraRacCadaH, pAdAvaraRaM, pAdatraM-"
9905,"Stodgy,",{%a.%},"maMda, jaqa"
9906,"Stoic, -al,",{%a.%},"niHspfha, jiteMdriya, niHsaMga,"
9907,"Stoke,",{%v. t.%},cal
9908,"Stolid,",{%a. See%} {@Stupid.@},
9909,"Stomach,",{%s.%},"jaWaraH-raM, pakvASayaH, kozWaH, a-"
9910,"Stone,",{%s.%},"SilA, pAzARaH, aSman"
9911,"Stool,",{%s.%},"pIWaH-WaM, AsanaM, pAda-caraRa-pIWaM"
9912,"Stoop,",{%v. i.%},gAtraM nam
9913,"Stop,",{%v. t.%},"vi-, staMB"
9914,"Storax,",{%s.%},"SilAjaM, SilAkusumaM-puzpaM"
9915,"Store,",{%v. t.%},saMBf
9916,"Stork,",{%s.%},"sArasaH, bakaH, balAkaH, krOMcaH"
9917,"Storm,",{%s.%},"vAtyA, caMqavAtaH, praBaMjanaH, mahA-"
9918,"Story,",{%s.%},"kaTA, vfttAMtaH, AKyAnaM, upAKyAnaM,"
9919,"Stout,",{%a.%},"mahA-sTUla-kAya, bfhacCarIra, mAMsala,"
9920,"Stove,",{%s.%},culli-llI
9921,"Stow,",{%v. t.%} (,koSe
9922,"Straddle,",{%v. i.%},pragatajaMGa
9923,"Straggle,",{%v. i.%},vyaBicar
9924,"Straight,",{%a.%},"sarala, fju, ajihma, akuwila,"
9925,"Strain,",{%v. t.%},Ayas
9926,"Strait,",{%a.%},"saMkawa, saMbADa, anAyata, saMkucita;"
9927,"Strand,",{%s.%},"tIraM, tawaM, kUlaM"
9928,"Strange,",{%a.%},"apUrva, vi-, citra, adButa, AScarya"
9929,"Strangle, Strangulate,",{%v. t.%},kaMWaM
9930,"Strangury,",{%s.%},"aSmarI, mUtrakfcCraM"
9931,"Strap,",{%s.%},"carmapawwaH-baMDaH, varatrA, vaDrI, naDrI"
9932,"Stratagem,",{%s.%},"upAyaH, kalpanA, yukti"
9933,"Strategy,",{%s.%},"yudDakOSalaM, samarapAwavaM, vyUha-"
9934,"Stratum,",{%s.%},"staraH, PalakaH-kaM, A-saM-staraH"
9935,"Straw,",{%s.%},"palaH, palAlaH-laM, nAlaH-laM, tfRaM"
9936,"Stray,",{%v. i.%} (,yUTAt
9937,"Streak,",{%s.%},"re(le)KA, rAji"
9938,"Stream,",{%s.%},srotas
9939,"Street,",{%s.%},paTin
9940,"Strength,",{%s. See%} {@under Strong.@},
9941,"Strenuous,",{%a.%},"sotsAha, sodyama, sodyoga,"
9942,"Stress,",{%s.%},"BAraH, BaraH; gurutvaM, mAhAtmyaM, gO-"
9943,"Stretch,",{%v. t.%},vistf-stF
9944,"Strew,",{%v. t.%},ava-pra-vikF
9945,"Striate,",{%a.%},reKAMkita
9946,"Strict,",{%a.%},"aSiTila, dfQa, niyata"
9947,"Stricture,",{%s.%},"niMdA, BartsanA, AkzepaH;"
9948,"Stride,",{%s.%},"vikramaH, pAdanyAsaH, dIrGavikramaH"
9949,"Strife,",{%s.%},"kaliH, vivAdaH, kalahaH, vipratipatti"
9950,"Strike,",{%v. t.%},han
9951,"String,",{%s.%},rajju
9952,"Stringent,",{%a.%},"tIkzRa, kaWora, dfQa, aSiTila"
9953,"Strip,",{%v. t.%},"apa-, hf"
9954,"Stripe,",{%s.%},re
9955,Stripling,{%s.%},"SiSuH, arBakaH, qiMBaH, bAlaH,"
9956,"Strive,",{%v. i.%},"pra-, yat"
9957,"Stroke,",{%s. See%} under {@Strike.@},
9958,"Stroll,",{%v. i.%} (,Alasyena
9959,"Strong,",{%a.%},"balin, balavat, sabala, vIryavat,"
9960,"Structure,",{%s.%},"nirmARaM, saMsTAnaM, viDAnaM,"
9961,"Struggle,",{%v. i.%},prayat
9962,"Struma,",{%s.%},visPowaH-wakaH
9963,"Strumpet,",{%s. See%} {@Prostitute.@},
9964,"Strut,",{%v. i.%},sAwopaM-udDataM-DIrodDataM-parikram
9965,"Stubble,",{%s.%},"nAlaH-lI, lUnaSasyanAlaH"
9966,"Stubborn,",{%a.%},"durdAMta, durdama, pratinivizwa,"
9967,"Stucco,",{%s.%},"suDA, cUrRalepaH"
9968,"Stud,",{%s.%},gaMqaH;
9969,"Study,",{%v. t.%},ADi-i
9970,"Stuff,",{%s.%},vastu
9971,"Stuffy,",{%a.%},nirvAta
9972,"Stultify,",{%v. t.%},mUQIkf
9973,"Stumble,",{%v. i.%},"pra-, sKal"
9974,"Stump,",{%s.%},"kaMdaH-daM, sTARuH"
9975,"Stun,",{%v. t.%},baDirIkf
9976,"Stunt,",{%v. t.%} (,vfdDiM
9977,"Stupefy,",{%v. t.%},jaqIkf
9978,"Stupendous,",{%a.%},"ativiSAla, adButa, A-"
9979,Sturdy,{%a.%},"kaWina, kaWora; dfQAMga, prabala;"
9980,"Stutter,",{%v. i. See%} {@Stammer.@},
9981,"Sty,",{%s.%},SUkaraSAlA
9982,"Style,",{%s.%},rIti
9983,"Styptic,",{%a.%},"raktastaMBana, raktasrAvaroDin"
9984,"Styx,",{%s.%},"vEtaraRI, pretanadI"
9985,"Suasion,","{%s. See%} {@Persuasion@} under
{@Persuade.@}",
9986,"Suave,",{%a.%},"suSIla, saBya, maDura, manojYa"
9987,"Subacid,",{%a.%},Izadamla
9988,"Subdivide,",{%v. t.%},"pra-, viBaj"
9989,"Subdue,",{%v. t.%},vaSaM nI
9990,"Subjacent,",{%a.%},aDovartin
9991,"Subject,",{%s.%},"prajA, prakfti"
9992,"Subjoin,",{%v. t.%},anubaMD
9993,"Subjugate,",{%v. t.%},vaSIkf
9994,"Sublimate,",{%s.%},rasakarpUraH-puzpaM
9995,"Sublime,",{%a.%},"unnata, atyucCrita, utkfzwa,"
9996,"Subliminal,",{%a.%},"boDAtIta, avyakta"
9997,"Sublunary,",{%a.%},Ehika-sAMsArika
9998,"Submarine,",{%a.%},samudrasTa-gata;
9999,"Submerge,",{%v. t.%},"ni-, masj"
10000,"Submit,",{%v. i.%},praRam
10001,"Subordinate,",{%a.%},"aDIna, Ayatta"
10002,"Suborn,",{%v. t.%} (,DanadAnAdinA
10003,"Subpoena,",{%s.%},AhvAnapatraM
10004,"Subscribe,",{%v. t.%} (,aDaH
10005,"Subsequent,",{%a.%},"uttaragAmin, uttara, paScAt"
10006,Subserve.,{%v. i.%},puraskf
10007,"Subside,",{%v. i.%},Sam
10008,"Subsidy,",{%s.%} (,DanarUpaM
10009,"Subsist,",{%v. i.%},BU
10010,"Subsoil,",{%s.%},aDaHstaraH
10011,"Substance,",{%s.%},"sAraH, sattvaM, tattva, BAvaH,"
10012,"Substitute,",{%s.%},"pratiniDiH, pratihastaH-stakaH,"
10013,"Substratum,",{%s.%},"staraH, PalakaH-kaM"
10014,"Subtend,",{%v. t.%},aBimuKaM-saMmuKaM-vft
10015,"Subterfuge,",{%s.%},"CalaM, Cadman"
10016,"Subterranean,",{%a.%},AMtarBOma
10017,"Subtile, Subtle,",{%a.%},"atisUkzma; aRu, AtilaGu,"
10018,"Subtract,",{%v. t.%},viyuj
10019,"Subvert,",{%v. t.%},"ud-, DvaMs"
10020,"Subway,",{%s.%},AMtarBOmamArgaH
10021,"Succeed,",{%v. i.%} (Of things),nizpad
10022,"Succinct,",{%a.%},"saMkzipta, laGu, avistIrRa"
10023,"Succour,",{%s.%},"sAhAyyaM, SaraRaM"
10024,"Succulent,",{%a.%},"sarasa, Adra, rasamaya"
10025,"Succumb,",{%v. i.%},vaSaM gam
10026,"Such,",{%a.%},IdfS-Sa
10027,"Suck,",{%v. t.%},"A-, cUz"
10028,"Sudden,",{%a.%},Akasmika
10029,"Sudorific,",{%a.%},svedajanana
10030,"Sue,",{%v.%},pra-aBi-arT
10031,"Suet,",{%s.%},"vasA, medas"
10032,"Suffer,",{%v. t.%},anuBU
